review,label
கோனார் சமுதாயம் சார்பாக படம் மாபெரும் வெற்றி அடைய வாழ்த்துக்கள்,1
Satthur p kanmaipatti yathavar sarpaka padam vetri pera valthukal,1
தமிழ் நாடு முழுதும் தீயாயை பரவி இருக்கும் நாடக காதல் கோஷ்டி..... அழிக்க வேண்டும்.....,0
நான் கிருஷ்ணகிரி மாவட்ட மக்கள் அனைவரையும் என் சொந்த செலவில் அழைத்து செல்வேன் திரௌபதி  படத்திற்கு.,1
Ngk movie - like  Kappan - comments       #MUSIC Harris jayaraj - like    YUVAN - comment,1
எனது நண்பர்கள் நிறைய நபர்கள் பேசிய ஒரே வார்த்தை திரௌபதி தேவையான படம் தேவையான நேரம் எங்கள் சமுதாயமும் பாதிக்கப்பட்ட சமுதாயம் தான் எனவே எங்கள் ஆதரவு திரௌபதிக்கு உண்டு இவர்கள் அனைவரும் வெவ்வேறு சமுதாயத்தை சார்ந்தவர்கள்,1
super thalaivaa varala vaa varla vaaa  bairava..........................,1
"The theater scenes are in another level... துன்பம்.. வரும் வேளையிலே.. சிரிங்க.. என்று, சொல்லி வச்சார் வள்ளுவரு சரிங்க பாம்பு வந்து கடிக்கயில், பாழும் உடல் துடிக்கயில், யார் முகத்தில் பொங்கி வரும் சிரிப்பு, Vera yaaru namma hht Anna mugathula thaan",1
Latest trend in tamil cinema.1)padam arasiyala kalaaikanum or 2)sex scenes niraya irukanum.thuu.,0
அனைத்து நண்பர்களுக்கும் ஒருவேண்டுகோல் இந்த படத்திற்கு எதிர்ப்பவர்களுக்கு இந்த பதில் அதைத்தான் எங்கள் குரு ஐயா சொன்னார் அவர்மற்றும் அல்ல அணைத்துக் குடுபத்திலும் நினைப்பதே. நம் வீட்டிற்குவா நண்பா வந்து சாப்பிடு தூங்கு 10த்து நாள் குடுபத்தோடு பழகு தவறில்லை ஆனால் அதைவிட்டுட்டு தன்வீட்டு பொண்ணுமேல அல்லது என் நண்பனாக இருக்கும் உன்வீட்டில்  உள்ளவர்கள் கையவச்சாலோ யாமாத்திவிட்டுட்டாலோ கண்டிப்பாக கோவம்வரும் . பில்லைங்கோ மாத்தியோசிங்கோ நண்பர்களே இந்த படம் இது உங்களுக்கு எதிர்ப்பு படம் அல்ல இது அணைத்துக் குடும்புத்தார்க்கு உள்ளபடம்,1
Kola kaandla irukken mavana kollama vida maatten.....sama mass dialogue...,0
Dai ithu enga Amma vada ithu....ethoo bomma mathiri iruku...,0
"Setthanda rajini haters ella, vada unga tailarukkum enga tailarukkum choli choli pappoma",0
This concept looks like arjun suravaram movie in telugu,0
Enaku enamo ella kadhaiyum kalandha madhiri oru feeling,0
மேகன் அண்ணா  ஆதாரம் கட்டுங்க  முக்குலத்தோர் கவுண்டர் நாடார் வன்னியர் நாயக்கர் நாங்கள் பின்னால் நிக்கிறம்,0
jan 10 dhaan engalukku new year.,1
Thala naa Mass  Thala naa Class,1
0:43 la pause pannavan laam like a podu🤭,1
Marana mass thala..Luv u lotzzzz thala...,1
kola pasila irukan kollama vidamatan thalaivaaa,0
anils dislikes  school la irundhu vandhutu irukunga,0
Mohan neegha yennoda manakumural la theethutighaa .. neegha  oru seriyana ambalaii     ippo than Tamil cinema paakuthuu.  neegha kuripitta samughathukuu  mattum padam yaedukala ahnaithu samugam Ku yaeduthurukighaa nu trailer parthalaee theriyuthu... Nee pallandu vaala vazthukal ... Nandri,1
ithu pothuma illa ennu vennu ma,1
Vera level Surya anna and U1 Bgm rocks.,1
sema movie real hero Sivakarthikeyan Anna,1
Trending no1  YOUTUBE KING THALA,1
Theri spr pa.....nainakka baby so cute,1
Ippo sila paithiyanga like or comment nu kelambi irukumea,0
"hari padatthula onnu 0.50x illana 5x vegatthula dhan nadappanga, vandi ottuvanga..",0
Sexy shradhaa ava unmeyave virgin ille... Avala poyi kekera kelveeya adhe...,0
நாயக்கர் நாயுடு மக்கள் சார்பாக வெற்றியடைய வாழ்த்துகள்..,1
Sagratha iruntha sanda pottu saganum,0
Ennada ivlo mokkathanama iruku padam Doubtan so sad en thalaivana asinga padutharamari iruku,0
முதல சாதிகள் உள்ளது என  சொன்னதே தப்பு .. இதலாம் ஒரு படமா... தமிழ்நாட்டுல எவள பிரச்சனை இருக்கு அதலா விட்டுபுட்டு இந்த படம் இப்ப முக்கியமா..,0
"Nanbanaa nenachavanukku NANMAI, Edhiriyaa nenachavanukku AZHIVU,  poraadu  Ennodu",1
நாடகக் காதல் group எல்லாம் நல்லா கதறுங்கட. இந்த இயக்குனருக்கு பாராட்டுக்கள். திக ஒரு மானங்கெட்ட ரோஷம்-கெட்ட நல்லரத்தம்ஓடாத ஈனப்போலி நாத்திக சாக்கடை புழு.,0
ரஜினி தமிழ் நாட்டில் பிழைப்பு நடத்தட்டும்..ஆனால் தமிழர்களை ஆழ நினைக்க கூடாது.... அதனால் அரசியலுக்கு 96 இல்ல 2016 இல்ல எப்போதும் அரசியல் கட்சி தொடங்கம        இருக்கிறது தான் தமிழர்களுக்கு அவர் செய்யும் ஒரேயொரு நல்லது.....,0
Ethu vanthalum final nangatha (viswasam) intha pongal Mass ah iruka pothu,0
Ethuvarai ulagil vera entha trailarum en thalaivar movie 2.o trailer pola illa,0
Vikram look like Bryan in Tekken game!,0
Mark my commend..... 1m like kandipa... sooon,1
Thalapathy ka paakka vanthavanga like pannunga frds,1
எல்லாம் சரி எதுக்கு இந்த படத்துக்கு நாடோடிகள் 2 னு பேரு வச்சிங்க?  நாடோடிகள் பர்னிச்சர் நல்லாருக்குரது உங்களுக்கு புடிக்கலையா அதையும் போட்டு ஒடைக்கனுமா?,0
24000+ views and 128315 likes What is going on,0
Ivanuku etha thalaipu phycho mental payan udhayanithi,0
"very good trailer, #Santhanam ji kalakunga......",1
தவறாக பெண்களின் மீது கை வைக்கும் ஒருவனை தலையை வெட்டி கொண்டு விடு,0
Bro sathiyama sludra seriyana copy waste uh,0
Vijay sethupathi  anna masssss massssss..... i like vijay anna and vijay sethupathi anna....... like here,1
Love from Telangana die hard fans,1
உசிலம்பட்டி தேவர் இனத்தின் சார்பாக இந்த படம் வெற்றியடைய என்னவேனாலும் பண்ணுவோம் முடிச்ச தடுத்துப்பார்டா...,0
கொங்கு மண்டல கொங்கு வேட்டுவக்கவுண்டர்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,1
Ultimate star  AJITH Kumar vazhaga,1
"Paithiya kara makkal irukira varaikum, indha madhiri thiramaiya illama, rasigarla vachikinu kalatha ottara herosla ivarum orutharu....",0
உண்மையை தோலுரிக்கும் இந்த திரைப்படம் வெற்றி அடைய முதலியார் சொந்தங்கள் சார்பாக வாழ்த்துக்கள்,1
"ஸ்ரீவில்லிபுத்தூர் , நான்கு ஊர் நாடார் சமுதாய மக்கள் சார்பாக வாழ்த்துக்கள்... எங்கள் பொண்ணுங்கள தொட்டா கைய வெட்டுவோம்..🤫",1
Ethana timeda indha madhri padam eduthu moka poduvinga.. avavan psycho superdeluxenu world classla padam edukran.,0
Santhanam Anna movie yappa varum pls iam waiting anna,1
Itha patha actors elarkum vairu kalakirukum thala pakka marana masssss,0
Enada ore night dan pola...... Padam,0
Yaaro sonnaanga sonthama music podravan thaan aanmai ullavanu ipo Ivar yean beethovanoda music ah pottaaru adhuvum andha padathukku situation la song paadra madri irundhuchu Inga bgm ae sutrukkaapla....avanga credits la kuduthaanga Ivar adha kooda tharala nalla manushanpa nee #aanmaiyatravan,0
Thalaivarukku nejamavey vayasaagiduchu... sivaji than thalaivaroda peak!,0
தல எப்பவுமே.... கிரேட்.... உழைப்பிற்கு நீ  தன்னம்பிக்கைக்கு மறுபெயர் உம் நீ..  Kollywoodஐ hollywoodகு நிகராக மாற்றிய பெருமை உன்னைமட்டுமே சேரும்,1
Yappya serving soon aagum please konjam fastaaa release pannunga,0
Anyone after bigil trailer. Kaithi - like Bigil - comment,0
டேய் நடிச்சா மட்டும் போதாது..அந்த படம் திரைக்கு வர கொஞ்சமாவது உதவி செய்ய வேண்டும்.  GYPSYயை தான் கேட்கிறேன்...போயி ராஜு முருகனுக்கு உதவி செய்! இந்த மாதிரி இயக்குநர் தான் உன்னை ஒரு முழு நடிகனாக தொடரச் செய்கிறார்கள். அதை மனதில் வைத்துக்கொண்டு போயீ  GYPSY வெளி வர உதவி செய்.,0
Thala sonna kadaisi doiluge athu thala fanuke sonna mathiri iruku sema .....,1
என்னங்கடா விஜய் அஜித் reference இருக்கு தலைவர் காணோம்னு நெனச்சேன்  பாஷா படம் வாய்ஸ் வந்துருச்சி,1
இந்த படத்திற்கு நான் காத்து கொண்டு இருந்தேன் ஆனால் இந்த படம் கண்டிப்பாக  புரட்சி தலைவி அம்மாவை இழிவு படுத்தும் வகையில் உள்ளது. அம்மா எப்படி இருப்பார் பச்சை நிற ஆடை அணிந்த அந்த பெண் எப்படி உள்ளார். உண்மையில் பெண் சிங்கம் ஜெயலலிதா அம்மா. அவர் வாழ்க்கை வரலாறு என்று அவரை இழிவு படுத்த வேண்டும். இது பல லட்சம் மக்கள் மத்தியில் பெரும் அதிர்ச்சியை உண்டாக்கும்.,0
நாடக காதல படம் எடுக்குறேனு நாடகம் மாதிரி எடுத்துருக்கான்..இதுல காவியப்புண்ட எடுத்தது மாதிரி  டெய்லி  வசனம் வேற...,0
piano music getda mathiri erukgu engantha thereyala,0
800 000 likes for NKP trailer,1
எப்படிடா இந்த சாய் பல்லவியை ரசிக்கிறிங்க? கன்னம் முழுக்க ரத்த காயம் பட்டது போல் உள்ளதே? யாராவது ஒரு நல்ல ஆன்டி பயாடிக் கிரீம் ஒன்றை இந்த பெண்ணுக்கு கொடுங்க.,0
Avalo scene ila. Boma Padam Mari iruku.,0
Innum 1 hour la 1m like varanum thala bloods,1
Dai ithu tamil teaser da.. Atleest englishlayachum type pannungada.. Unga malayala patrukku oru alavillama pochida..,0
daai siva enga da iruka inga trailer release pannitanga da atleast nee teaser aachu release pannu da,0
Dai kadaisila thalaivar ra poringala da,0
"Gommala Ennada ellam comments Jaathi Peru vachu vazhthukal podreenga ... Sethathuku aprm kooda Jaathi Peru vachah ungala edupanga... Ungaluku ADMK , DMK veh namitu poidalam da",0
Advertisement vandhu tension anavanga like here,0
சமந்தா அப்பா மேல எனக்கு சந்தேகமா இருக்கு.,0
Enaku paakurathu ellam PUBG GAME mathiriye theriyuthe,0
Hey ithu 96u Yara emathuringa ....haaaaa,0
Wru neeyar nayanu enno da ethurla irukurayunga mudiyu panuvanga,0
Ethai evan ethuthalum avan muttal i like,0
indha bgm ah mattum ena pundaikku copy adichan indha ilayaraja 🤣.. oru vela aanama poirucho,0
"Ovoru movie Yoda teaser varumpothu views, likes kudum... But inga korachukitte varuthu",0
Super thalaiva.indha dhadava Pongal Marana mass .visvasam kusuvasama ayidum,0
Yarula thalaivar Dhanush Anna Twitter Page la iruthu Pakuringa,1
Evan la comments section ku like podradhuke varingalo like uh thathi vidu,1
முத்தரையர் சமூகத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,1
Indha video va dislike pannunavan ellarum virundhalikku porandhavannu artham......,0
Malayalam king + Tamil king,1
எங்க  இருந்த ராஜா இவ்ளோ நாளா.. மாஸ் bgm,1
kola Gand la erukan nanum THALAIVAR movikaga  ....neenga,0
Ena manushanyaaa pppaaaaaahhhhh inoruthen poranthu varanum,1
"Ada paavigala #Bahubali VFX alavuku kuuda varalaiye da,.",0
எங்களுக்கு நடந்த ஒரு உண்மையை சொன்னா மட்டும் ஏன் மத்தவங்க ஏத்துக்க மாட்டேங்குறாங்க,1
Dai naan Thalapathy fan da...Yenda ipdi bayamuruthiringaSathiyama solren intha padam Bigil ukku tough kudukkum pola,0
Fans show 1.o clock porom massss kaaatrom surya anna na yaaru nu thala fans ku thalapathy fans ku kaaatrom,0
10 times mela paathavanga like podunga paaaa,1
May masam ngk. August masam kaappaan. Kolutthi viduringa,1
2016 la eppo da Rajni political entry announce pannaru,0
பார்க்கவகுலம் ( உடையார்) சமுதாயத்தின்   சார்பாக திரௌபதி படக்குழுவினருக்கு  அன்புகலந்த வாழ்த்துக்கள்,1
Ide en inum trending la varla..? idha vda romba kammi views ruka videos lam trending la ruku,0
"Hit,Bigil=like       Kaithi=dislilike",0
Tdy Afternoon yaarellam #thalaivar tharisanam paaka vanthigalo avanga mattum like pannuga #SFC  🤘,1
Y likes la kamiya eruku views kuda any one explian,1
Kannadiga and tamilians like here  trailer lit,1
1:56 dialogue...vera level...adha vera endha actor um nenachu kuda paaka mudiyadhu...just thalaivar things🤟🥁,1
Lusu pasangala last ah ennaum sireka vachutenga da🤣,0
Na thalapathy veriyan thalaivar na summava mass,1
Arun vijay and str bgm masss,1
சும்மா கிழி .. #திரெளபதி    அரியலூர் மாவட்டம் அழகாபுரம் கிராமம் சார்பாக மிகப்பெரிய வெற்றி பெற வாழ்த்துக்கள்,1
Fun filled but kadasiya thalaivara kindal pannitanunga,0
Meaning of kadaram kondan is king of Malaysia,1
Kaithi vs Bigil vs SangaThamizhan,0
அய்யய்யோ தலித்தை பேசிட்டீங்க. போச்சு போச்சு,0
Trailer veriyattam but that names ( kamarajar ) solra scene than sirippu vanthurichu padathula pakkalam,1
I seen 2.0 i doesnt like this movie,0
Idhu yenna da Batman ku vandha sodhanai..,0
Kekka Bekka short film Maariye irukkae,0
Enna da John wick Tamil version maari irruku ....,1
பொழைக்கிற வழிபாருங்க போராளி... சாதிய ஒளிச்சிப்புட்டா சுரண்டுவது எப்படி....  இது இந்த கால தலைமுறை சொந்த சாதி பெருமையை பேசி பேசி ஏங்கி போன எனக்கென்ன....  இந்த நாடு எப்படி நாறி போன உனக்கென்ன....,0
"ஒரு உரலு, 5 ஓலக்கை,, 5:1, gang bang theory. very very long ago. திரௌபதி வெற்றியடைய வாழ்த்துகள்.,",0
Dialogue pundaiye puriyala. Otha theatre la nacham sound seri pannungada.,0
Villaina mass aa kattallayea.  So sad.  Villain mass aa iruntha thaa movie mass aa irukkum,0
Suryaa  IVANUKKU INTHA NATTUMELEYE PAITHYAMnammak unn meleye paithyam,1
41k dislike from komali kujay pans,0
enakku koncham payama irukku sankar thalavar ah vachi cartoon padam ethum kattirakoodathu :(,0
கொங்கு வெள்ளாள கவுண்டர்கள் சார்பில் வாழ்த்துக்கள்,1
Thailava.... Nadipin Nayagan Suriya .....Love from Malaysia,1
Semma timing ippo dha asuran hit aachu aduthu same journal aa kaithi    vera level,0
Vara level- chumma semma ya erruku marana waiting for the film thalaivaaaaaaaaaaa luv uuuu,1
BGM poda sonna varan varan poochandi song la Vara first edit panitapula....,0
எங்களுக்கு மண்ணு பொண்ணு ரெண்டுமே முக்கியம்(உசுரு). எவன் கைய வச்சாலும்(கைய)தலைய வெட்டுவேம்........,0
0.42$EC BGM..verha Level..... Yuvan + Surya,1
Amma va kaamika sonna Tun Tun Auntie kaamikiringa,0
Nama ethir pakurathu intha rajaniya than not kala and kabali rajini thalaiver marana mass,1
"Enada panni vechirukinga, apo thalaivaa padatha jeyalalitha senjaanga, athuku Pali vaangara vithama Vijay aa vechi thalaivi aaa senjitinga",0
ஆண்மை இல்லாதவர்கள் தான் அடுத்தவர் இசையை பயன்படுத்துவார்கள் என்று யாரோ சொன்னதாக ஞாபகம்...,0
Just 3k likes needed for 450k likes,1
Enna ithu  ammmmmmmmmaaaaaa  apa thalapathy 64 down ahhh omg save thalapathy 64,0
thanga tamil mannan enga thala daa,1
Vera lvllll na massss thalaiva#suriya,1
now 223k likes and 8.6k views,1
Rise ur hand.. U1 magicala feel panna vandaunga,0
Epdi national award ipove vangikratha illa aprm neengale kooptu kudupingala,0
Thirubi vannenu sollada   rejinidaaaaaaa,0
Krish (Hrithik Roshan): Am i joke to u,1
Ennada  Innuma  unnaku meesa thaadilam varala...,1
பஞ்சமி நிலம் என்பது உண்மை யடி பாப்பா.....  அதை திருடர் மு க கொள்ளை அடித்ததடி பாப்பா....,0
Last seen look like shot in Mobile Camera,0
Thala Vera Level Maas  U1 Bgm Ultimate,1
00:57அடப்பாவிங்களா எங்க அம்மாவை என்ன பண்ணி வச்சிருக்கீங்க  அம்மா மாதிரி மேக்கப் போட சொன்னால் Tuntunஆன்ட்டி மாதிரி போட்டு வச்சிருக்கீங்க  தயவு செஞ்சு மகாநதி படத்தில் கீர்த்தி சுரேஷுக்கு மேக்கப் போட்ட. Artist a use  பண்ணுங்க,0
உண்மை சம்பவத்தை தமிழக மக்களுக்கு திரைப்படமாக காட்டும் மோகன்ஜி அவர்களுக்கு வாழ்த்துக்கள் படம் வெற்றி பெற எங்கள் சமுதாயம் சார்பாக வாழ்த்துகிறோம்,1
Poda jayam Ravi naye en thalaivar eppo vandha unakenna da panni.avar Eppa varuvaru epdi varuvarunu yaarukkum theriyadhu varavendiya nerathula correctah varuvaru. Mudittu po jayam Ravi naai.,0
kappan blockbuster movienu solravunga like podonga,1
News pathutu vanthu trailer pathavanga like podunga,1
Orutharuku viswasama irukirathuku aduthavangala yen asinga paduthanum......57k dislike....thirunthatha jenmangal iruthenna laabam,0
Annan thirumbi vanthitanda  Kerala is again turning to  Surya's Singakottai,1
Othaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa Vera Level back to the form Thala....,1
0.18 thala name  0.33 thalaivan u1...,1
Sarkar 10 mins la 1million views,1
Rajini fans hit like.... Awesome tralier,1
Cell phone aakathuna Apparam yathuku? Mobile trailer release panrenga?????,0
16 varushamaa ? Appo meedhi 10 varusham ??,0
Ayan movie...  compare to kappan...,1
சூர்யா இன்னுமா நீ இருக்க... உன்னோட போனபடத்துல சொன்னமாதிரி வேரடி வேரடி வெளுக்க தோணுது இந்தப்படமும் நல்லா இல்லாட்டி உன்ன,0
Hit like if you are waiting to dislike mersal teaser...  Thala ivlo hard work paniyum 59K dislikes,0
இந்த படத்தை  theaterல் பார்த்து இவர்களுக்கு துணை நிற்போம்..,1
Intha Porampokku Ajith Real ah Oru AK47 parthiruppana Ivanuku ithellam Romba over ah illaya Poddapayaluku,0
Ennaku  kuda serious situation la sirippu varum,1
Anga jadhiya vachu panam sambarikranga.  Keela comment la jadhi ya vachu sanda podranga.. 🤣   ayya abdul kalam ayya 2020 la india valarasu aaiduchu,1
BGM will give 440 volt goosebumps,1
Superstar Thalaivar Petta Paraaak Paraak Paraak:),1
Look like Hentai Cartoon not like Thalaivi,0
Thala Thala Thala  climax scene pakka,1
இதில் உள்ள comments   படித்த பிறகுதான் தெரிகிறது தமிழகத்தில் இன்னும் ஜாதி வெறிபிடித்த  நாய்கள் உள்ளார்கள் என்று.  இவர்கள் இருக்கும் வரை ஜாதி ஒழியாது.  சில நாய்கள்  பல ஜாதி வெறிநாய்களை  பயன்படுத்திக்கொள்வதல்  இன்னும் ஜாதி அழியாமல் உள்ளது மனிதனை மனிதனாக வாழவிடுங்கள் .....,1
Kola gaandu la irukken Mavane kollama vida maten........ Semmmmmma gethu dialogue,0
Ivan padam tan puriyatunu patha trailer kuda apdi tan eruku,0
Ben 10 paartha maathiri irukku pa,1
"வாணிய செட்டியார் சமுதாயம் சார்பாக வாழ்த்துக்கள் .  இந்த டிரெயிலர் ல பார்த்துட்டு எல்லா சாதி காரனும் சும்மா இருக்கான்,ஆனால் இந்த குருமா குரூப்ஸ் மட்டும் இப்படி கதருது🤔",0
இளவரசன் திவ்யா...கதை வரும் போலயே...அப்ப அது கொலையா இளவரசா அநியாயமா செத்து போயிட்டானே...,1
Surya - Kv - Hj Osome combo delivers Osome Teaser,1
திரெளபதி வெற்றி வாழ்த்துக்கள் வீர வன்னியர் குல க்ஷத்திரியன்,1
BGM marana mass.    Dhanush fans like panunga,1
Inga Ajith international interpol ah nadikiraru  Inga vj pandaram pattaiya pottu panchayathu board thalaivara nadikurane,0
"Naama kulicha yeri engada, adhu mela tha nadandhu poitu irukom",0
அஞ்சான் மாதிரி ஆகாம இருந்தா சரி.. ஏற்கனவே Mr. லோக்கல் படம் சூப்பரா இருக்கு..,0
viluppuram enga mavattam athula nallathu athikam. ellarukku thirumbau nenikira sollama ma solra.pada,1
Only Thala veriyan mattum like  Marana masss Thala        Thala veriyan Nadish,1
evan evanuko like podrinka enaku oruthan kuda vada like podamatikirinka please like me illa azhuthuduvaen amaa pathuka like please,1
athu yaar koodapa fight rakul kooda vah,0
Vera levelmy dream pair jayam kajal,1
நான் தளபதி ரசிகன்.... இந்த படம் வந்தது நால நிறைய பேரு கஷ்டத்துலயும் சிரிக்க கத்துக்குவாங்க... மனதையும் அமைதி படுதிக்கு வாங்க... அருமையான படைப்பு சகோ.... படம் வெற்றி பெற தளபதி ரசிகர்கள் சார்பாக  வாழ்த்துக்கள்....🥰🥰,1
kv anand camera lovers hit like,1
3 days apram.... trending....etha thalaivar...kola kandulla irukken kollama vida matten,0
இயக்குனர் ரன்ஜித் போன்ற ஜாதி வெறியனுக்கு இது ஒரு நல்ல செறுப்படி,0
"Thiruma kuruma pecha kettu kathal kethal pannamal.....Sc Kum kela irutha nadar mathiri padichi,or tholil sethu munneri unga girlsa marriage panni avangala valavaikada...Bc vendaamnu solramulada ...apprum enda love love solrenga.....Sc girls a asigapaduthathida",0
திண்டுக்கல் வேடசந்தூர் வெள்ளாளர் வேளாளர் சமுதாயம் சார்பாக படம் வெள்ளி விழா காண  வாழ்த்துக்கள்...,1
keerthi entha padathula irunthalum kevalama tha iruka,1
News 7 porampoku idha sarkar kuda compare pandran.  Sarkar vera level .2.0 vera level,0
Ipo yavathu trailer release pannigale  . Pavam sundar c sir ivlo nalla aadhi anna padam edupeenga,1
ithanda surya anna..love u surya anna..,1
Dislike poottanvan pooda poravan ellam Pollachi bar naagaraajan thirunaavkarasu oda paartner vs rapist gal,0
Talaivar sim super..bt intha movie trailer etir parta alavu I'lle. Anirud music simple oni..follow Michael Jackson music..talaivar taniya vandale super,1
petta parakkkkk ...... its going to be thalaivar mass .....,1
உடுமலைப்பேட்டை சங்கரை ஆணவப் படுகொலை செய்த கௌசல்யாவின் தாய் மற்றும் பாட்டி ஒரு டன் கஞ்சாவை விற்பனைக்கு வைத்திருந்ததற்காக கைது செய்யப்பட்டிருக்கிறார்கள் இந்த கஞ்சா விற்கிற நாய்களுக்கு கௌரவம் என்றால் என்னவென்று தெரியவில்லை இந்த கஞ்சா விற்கிற கூட்டத்திலிருந்து எப்படியாவது தப்பித்து நல்ல குடும்பத்தில் வாழ வேண்டும் என்று நினைத்த அந்தப் பெண்ணின் கனவுகளை சிதைத்து விட்டார்கள்,0
sema thala u r great intha character ah vj ku kudutha sathiyma mokka potrupan,0
Jayam ravi- enna da panni vachurukinga,0
Get ready 90's kids.. nalla treat iruku pola,1
Siva Anna super put not important,0
She is looking like sasikala rather jayalalitha🤣🤣🤣,0
"பாவம்டா ஹாரிஸ் ஜெயராஜு, வளசரவாக்கத்துல புது ஸ்டூடியோ வெச்சத்திலிருந்து ஒரு ஹிட் படம் கூட தர முடியல.cricketக்கு கோஹ்லின்னா music ல ஹாரிசா?",1
Hmm come on guys let make it 1million+ likes,1
Lol bigil trailer inum release agula...athukula kaithi n bigil compare panitu irukanga...,0
Love u .... Pradeep Anna and Ravi anna,1
Full story ah trailer la ye sollitinga na..padathuku evan varuvan,0
Yennada sollame kollame release pantingo saamy trailer superb,1
mass 10 m views ajith fans umbu,0
எந்த ஒரு தப்பும் பண்ணாம அந்த ஜாதில பிறந்த ஒரே காரணத்துக்காக அவங்கள ஒதுக்கி வைகாம இருந்தா...இந்த பிரச்சனையே இல்ல.... தப்பு பணாலே பணம் குடுத்து ஜாமின் வாங்கிர இந்த காலத்துல தப்பே பணாம ஒருத்தன கேவலமா பாத்த...அவங்க வழி இல்லாம குறுக்கு வழி ல மேல வர தா பாப்பாங்க... வோட்டுகாக ஒருத்தன் நம்மள பேச வைக்ரான்...நாம பேஸ்ரோம்...ஆனா பல கொடி லஞ்சம் அவங்க வீட்டுக்கு தா போகுது...நாம கஷ்டபட்டு தான் சாப்ட வேண்டி இருக்கு...,0
Thanks Karthick Subburaj Marubadiyum 90s  Thalaivar ha Kuduthadhuku,1
இன்னும் எவனும் இந்தே படத்தே ஆதிக்கே சாதி படம்னு சொல்லாம இருக்கான் எவனது சொல்லட்டும் ஒக்களே ஒலிகளே செருப்ப கழட்டி அடிக்கணும்,0
Oruthavanga mela Katra viswathala innorathavangala en asinga paduthuringa....ithula etho iruku???,0
Yenna da idhu... Thalaivar ku views illa... Likes um illa....... Cha,0
1 million likes vara matignkitheeee so sad,0
0:18 that second mayavaram manikkoondu pathavanga hit like here,1
யாருங்க இந்த மியூசிக் டைரக்டர்.  மனுஷன் பின்னிட்டாருயா,1
Last end. Carddd. Semaaa.    Kathukongaa. Fanssss,1
Ithula vara vendandi penne song engayyya enga thedunalum kidaikamatiku,1
Vandhutaan vandhutaan vandhutaan .....Thalaivan suriya kula irrundha NGK VELLILA VANDHUTAAN,1
Trailer pakka super ah iruku but Rajesh neenga edhutha thungavanam padatha patha dha bayama iruku..,0
Enaku konjam nerathuku oru Padathaye paathe maari iruku.. Semma..super duper hit..  Fan from Malaysia,1
satyama idoda kevalamana teaser na pathade illa,0
Vijay fans bairava teaser like it,1
ஒத்தா குருமா தம்பிங்க வாயில வச்சுக்கங்க ஆம்பளையா பொறந்திருந்தா  ஒரு பறையன் ஒரு சக்கிலி பொண்ணு கல்யாணம் பண்ணுடா பார்க்கலாம் அப்ப மட்டும் ஏன் உங்க சமத்துவம் இருக்குதா என்ன,0
"Ennada solla varringa...... Pochu.... Art film eduthu award vanga pakkuranga......... Discovery channel'a irundhu 2,  3 clipping eduthu potta madhiri iruku...",1
Marana mass... siva sir semma mass... #thala_veriyan,1
எவ்வளவு அழகு தல... You Are One & Only The Best Forever... அழகின் மொத்த உருவமும் அஜித் சர் தான்... Trailer'ye இவ்வளவு பிரம்மாண்டமா இருக்கே !!! படம் வேற அடி தூள் தான்... செம மாஸ்...,1
5k Like More To 400k Likes .. GiveMeMore  Thalaaaaa,1
Marana waiting in singam singam durai singam serum engum vada vada vada vada,1
Short film kekka pekka  official remake,1
Ennaya thumbnail ah paartha Mirchi Siva mathiri irukku...,0
Ha ha ha seama. jayam Ravi Anna am always support you,1
pakka mass.... therika vidurar vijay anna...... hats off......,1
Dark knight trilogy key tough kudukkum polaye padam..!!,0
First Day First Show Poravangalam Like pottuttu Ponga.....,1
டேய் ஐசரி கணேஷ் நீ Produce பண்ற படத்தில எல்லா உன் சொந்தகார பய நடிச்சுராண்டா..,0
2 and half minute trailerliye ulo dimensions irrukke param patha eppadi irrukkum .100% hit,1
Dae naan Vijay fanum illa Ajith fanum illa unmaya manashakshi thottu sollunga trailor nallava irukku .////????,0
செல்வராகவன் இந்த படத்துல ஏதோ சொல்ல வறார்.... உண்மையான அரசில சொல்வார்...... unlike pannavanunga... onnu paithiyama iruppan illaina thamarai katchiya iruppan.....,0
Super star rajni kanth sir king in cinema,1
Vanakkam da Mapla. YouTube la irunthu.  dr Vijay unakku thanda.  Climax mattum correct ah shoot pannu. Illana vayilaye vettuvanga.,0
Ellaam nalla irukku... intha punch dialoges ninachaa thaan pakkunu irukku.....,0
Ya da life enga poguthu nega inum jathi jathi nu irukega negalam yanaku munara poriga apj sonna verum kanaveetha pola 🤦‍,1
Petta trailer Sema Marana Mass waiting,1
Petta 2 I am waiting,1
Gud Morning Thala Bloods.Enna Nanba Readya.Viswasam Trailerku Senja Sambavatha Vida Sirapaa Siyanum.,1
